Genotype,Cluster,ligand,receptor,prob,interaction_name,interaction_name_2,pathway_name,annotation,evidence,probWT,LFCprob,Columns
A,Transit Amplifying,Lama4,ITGA2_ITGB1,0.002820441335954407,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017532624085855393,0.4754150889300753,A_Transit Amplifying
A,Stem (Stroma),Lama4,ITGA2_ITGB1,0.007590558913350615,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004198029248880976,0.5922900381077666,A_Stem (Stroma)
A,Early Absorptive,Lama4,ITGA2_ITGB1,0.0022994616966072615,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,A_Early Absorptive
A,Late Absorptive,Lama4,ITGA2_ITGB1,0.0031254573759435093,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015960162378819273,0.6720699596933194,A_Late Absorptive
A,Secretory,Lama4,ITGA2_ITGB1,0.002674719843640213,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017393138113465205,0.43035396936333703,A_Secretory
A,ER Stress,Lama4,ITGA2_ITGB1,0.006173175628472058,LAMA4_ITGA2_ITGB1,Lama4  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0019822779669138317,1.1359667223375611,A_ER Stress
A,Stem (Oncogene) 1,Lamb1,ITGA2_ITGB1,0.0033288603928109247,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0029079884882519933,0.13516842002355445,A_Stem (Oncogene) 1
A,Stem (Reserve),Lamb1,ITGA2_ITGB1,0.01005454949519865,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.017084473656426548,-0.5301448595797082,A_Stem (Reserve)
A,Transit Amplifying,Lamb1,ITGA2_ITGB1,0.004689076235876192,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005047861342031907,-0.07372905853373518,A_Transit Amplifying
A,Stem (Stroma),Lamb1,ITGA2_ITGB1,0.01257968440464293,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.01203128121850685,0.04457313761662325,A_Stem (Stroma)
A,Early Absorptive,Lamb1,ITGA2_ITGB1,0.003824254232961049,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,NA,NA,A_Early Absorptive
A,Late Absorptive,Lamb1,ITGA2_ITGB1,0.00519512259130981,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0045964905671397535,0.1224271300786491,A_Late Absorptive
A,Secretory,Lamb1,ITGA2_ITGB1,0.004447240049407492,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005007833080944821,-0.11871961261023219,A_Secretory
A,ER Stress,Lamb1,ITGA2_ITGB1,0.010240295901919312,LAMB1_ITGA2_ITGB1,Lamb1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005704766372129033,0.5850284848136446,A_ER Stress
A,Stem (Reserve),Lamc1,ITGA2_ITGB1,0.0030902928515804677,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.005182694810173069,-0.5170592942277925,A_Stem (Reserve)
A,Transit Amplifying,Lamc1,ITGA2_ITGB1,0.001435809990302199,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015183511072619938,-0.05589580504509231,A_Transit Amplifying
A,Stem (Stroma),Lamc1,ITGA2_ITGB1,0.003873243078655181,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0036367486078340266,0.06300211806575999,A_Stem (Stroma)
A,Late Absorptive,Lamc1,ITGA2_ITGB1,0.0015913243221617724,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0013821444328933718,0.14093034663978177,A_Late Absorptive
A,ER Stress,Lamc1,ITGA2_ITGB1,0.003147791607596047,LAMC1_ITGA2_ITGB1,Lamc1  - (Itga2+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017167347288804989,0.6062770569014051,A_ER Stress
A,Stem (Oncogene) 1,Lama4,ITGA3_ITGB1,0.0020170019733027774,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0010952375311460481,0.6106409741421035,A_Stem (Oncogene) 1
A,Transit Amplifying,Lama4,ITGA3_ITGB1,0.0024703559039226633,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0016589792886578692,0.39815970401914336,A_Transit Amplifying
A,Stem (Stroma),Lama4,ITGA3_ITGB1,0.0035811832254792606,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0017423873789493382,0.7204370260326995,A_Stem (Stroma)
A,Late Absorptive,Lama4,ITGA3_ITGB1,0.0030063332768114014,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0012980327816180819,0.83987128226764,A_Late Absorptive
A,Secretory,Lama4,ITGA3_ITGB1,0.0022161608727144784,LAMA4_ITGA3_ITGB1,Lama4  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0014785882633706132,0.40468860579459665,A_Secretory
A,Stem (Oncogene) 1,Lamb1,ITGA3_ITGB1,0.0033551229413088025,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003157236389505296,0.060791329292843845,A_Stem (Oncogene) 1
A,Transit Amplifying,Lamb1,ITGA3_ITGB1,0.004108003239692836,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004777256341833646,-0.15092931394944184,A_Transit Amplifying
A,Stem (Stroma),Lamb1,ITGA3_ITGB1,0.005950826782786652,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0050166534722005775,0.17076709259718212,A_Stem (Stroma)
A,Late Absorptive,Lamb1,ITGA3_ITGB1,0.0049975104532985004,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0037404037031898273,0.28974633146529877,A_Late Absorptive
A,Secretory,Lamb1,ITGA3_ITGB1,0.0036859199970566553,LAMB1_ITGA3_ITGB1,Lamb1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004259242445512892,-0.1445711603062266,A_Secretory
A,Stem (Oncogene) 1,Lamc1,ITGA3_ITGB1,0.0010263948717848415,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,9.484080933751944e-4,0.07902292910671596,A_Stem (Oncogene) 1
A,Transit Amplifying,Lamc1,ITGA3_ITGB1,0.001257374304735544,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0014366823538516126,-0.1333108730191403,A_Transit Amplifying
A,Stem (Stroma),Lamc1,ITGA3_ITGB1,0.0018237660464147606,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0015089309686701715,0.1895021870674012,A_Stem (Stroma)
A,Late Absorptive,Lamc1,ITGA3_ITGB1,0.001530582597729379,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0011240468548708261,0.3087130093238141,A_Late Absorptive
A,Secretory,Lamc1,ITGA3_ITGB1,0.0011278517058904113,LAMC1_ITGA3_ITGB1,Lamc1  - (Itga3+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0012804320403486623,-0.1268828744787773,A_Secretory
A,Stem (Oncogene) 1,Thbs1,ITGA3_ITGB1,0.00267942973869611,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.001070196164723938,0.9177620246240629,A_Stem (Oncogene) 1
A,Transit Amplifying,Thbs1,ITGA3_ITGB1,0.0032811855335183847,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.001621069522452794,0.705118669783354,A_Transit Amplifying
A,Stem (Stroma),Thbs1,ITGA3_ITGB1,0.004754874911481298,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.001702574883295865,1.0270286465286336,A_Stem (Stroma)
A,Late Absorptive,Thbs1,ITGA3_ITGB1,0.003992379361560538,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.0012683606187784318,1.1466621691364993,A_Late Absorptive
A,Secretory,Thbs1,ITGA3_ITGB1,0.002943803858628053,THBS1_ITGA3_ITGB1,Thbs1  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.001444794693718378,0.7117353435415279,A_Secretory
A,Stem (Oncogene) 1,Thbs2,ITGA3_ITGB1,0.009270473542583719,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.008618114310825476,0.07296815831555745,A_Stem (Oncogene) 1
A,Transit Amplifying,Thbs2,ITGA3_ITGB1,0.011335644681599422,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.01300363108576085,-0.13727647510118396,A_Transit Amplifying
A,Stem (Stroma),Thbs2,ITGA3_ITGB1,0.016367454524481663,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.013649613123439255,0.1815837043016809,A_Stem (Stroma)
A,Late Absorptive,Thbs2,ITGA3_ITGB1,0.013768518672226698,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.010199629687332904,0.30003331603194044,A_Late Absorptive
A,Secretory,Thbs2,ITGA3_ITGB1,0.01017853598789764,THBS2_ITGA3_ITGB1,Thbs2  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,0.011604004452636527,-0.13106906177811803,A_Secretory
A,Stem (Oncogene) 1,Thbs3,ITGA3_ITGB1,6.475713802164593e-4,THBS3_ITGA3_ITGB1,Thbs3  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,5.689083409238312e-4,0.12950969407134358,A_Stem (Oncogene) 1
A,Transit Amplifying,Thbs3,ITGA3_ITGB1,7.93368252067809e-4,THBS3_ITGA3_ITGB1,Thbs3  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,8.6197118616809e-4,-0.08293435114556098,A_Transit Amplifying
A,Stem (Stroma),Thbs3,ITGA3_ITGB1,0.0011509865802522702,THBS3_ITGA3_ITGB1,Thbs3  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,9.053446360680745e-4,0.24005906490268253,A_Stem (Stroma)
A,Late Absorptive,Thbs3,ITGA3_ITGB1,9.658525955282169e-4,THBS3_ITGA3_ITGB1,Thbs3  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,6.743137524378568e-4,0.3593157192831099,A_Late Absorptive
A,Secretory,Thbs3,ITGA3_ITGB1,7.116090348742335e-4,THBS3_ITGA3_ITGB1,Thbs3  - (Itga3+Itgb1),THBS,ECM-Receptor,KEGG: mmu04512,7.681770720173299e-4,-0.07649161682070042,A_Secretory
A,Stem (Oncogene) 1,Col1a1,ITGA3_ITGB1,0.017726335121419013,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016533968747752276,0.0696344171320045,A_Stem (Oncogene) 1
A,Transit Amplifying,Col1a1,ITGA3_ITGB1,0.021634073913272597,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.02484668554535349,-0.13845479745518635,A_Transit Amplifying
A,Stem (Stroma),Col1a1,ITGA3_ITGB1,0.031093510711653657,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.026065458519208617,0.176388129182562,A_Stem (Stroma)
A,Late Absorptive,Col1a1,ITGA3_ITGB1,0.026218598585869092,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.01953949670586457,0.29403113945602505,A_Late Absorptive
A,Secretory,Col1a1,ITGA3_ITGB1,0.019446409468228405,COL1A1_ITGA3_ITGB1,Col1a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.022201021937671688,-0.1324758711999174,A_Secretory
A,Stem (Oncogene) 1,Col1a2,ITGA3_ITGB1,0.013391865041082985,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012955782142313962,0.03310525014771338,A_Stem (Oncogene) 1
A,Transit Amplifying,Col1a2,ITGA3_ITGB1,0.016359992182334512,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.019505188060575048,-0.17584163124989943,A_Transit Amplifying
A,Stem (Stroma),Col1a2,ITGA3_ITGB1,0.02356890542689004,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.020467450638807547,0.14109242604113023,A_Stem (Stroma)
A,Late Absorptive,Col1a2,ITGA3_ITGB1,0.019849549732768562,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.015321003910002792,0.25895663184915535,A_Late Absorptive
A,Secretory,Col1a2,ITGA3_ITGB1,0.014697637538494504,COL1A2_ITGA3_ITGB1,Col1a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.017418125481751316,-0.16982458918479393,A_Secretory
A,Stem (Oncogene) 1,Col4a1,ITGA3_ITGB1,0.008564783792195396,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00785268038082416,0.08680396498109408,A_Stem (Oncogene) 1
A,Transit Amplifying,Col4a1,ITGA3_ITGB1,0.01047441140195206,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011853346393922489,-0.12367495034145701,A_Transit Amplifying
A,Stem (Stroma),Col4a1,ITGA3_ITGB1,0.015129776443040682,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.012442906070474536,0.19551408496972766,A_Stem (Stroma)
A,Late Absorptive,Col4a1,ITGA3_ITGB1,0.012724825158716636,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009295047494280383,0.3140730915398658,A_Late Absorptive
A,Secretory,Col4a1,ITGA3_ITGB1,0.009404378586567914,COL4A1_ITGA3_ITGB1,Col4a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010576202272525773,-0.11743102064026378,A_Secretory
A,Stem (Oncogene) 1,Col4a2,ITGA3_ITGB1,0.00647200246351429,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0056208362038253235,0.14100511684439587,A_Stem (Oncogene) 1
A,Transit Amplifying,Col4a2,ITGA3_ITGB1,0.007918744730117874,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.008494190399278557,-0.07014974778494912,A_Transit Amplifying
A,Stem (Stroma),Col4a2,ITGA3_ITGB1,0.011451385534852355,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00891818085813255,0.2500187439679718,A_Stem (Stroma)
A,Late Absorptive,Col4a2,ITGA3_ITGB1,0.009625417889736925,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.006656012106861046,0.36888677389016367,A_Late Absorptive
A,Secretory,Col4a2,ITGA3_ITGB1,0.00710791538745678,COL4A2_ITGA3_ITGB1,Col4a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007576205069308457,-0.06380341742523893,A_Secretory
A,Stem (Oncogene) 1,Col4a5,ITGA3_ITGB1,0.0027554838632380405,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0026532435294870558,0.03781019317827087,A_Stem (Oncogene) 1
A,Transit Amplifying,Col4a5,ITGA3_ITGB1,0.0033742623730402175,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004015699817997358,-0.17403488877977774,A_Transit Amplifying
A,Stem (Stroma),Col4a5,ITGA3_ITGB1,0.004889550575166905,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004217095655278004,0.14795373458406136,A_Stem (Stroma)
A,Late Absorptive,Col4a5,ITGA3_ITGB1,0.004105547417805382,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.003143612821816653,0.26696636921828365,A_Late Absorptive
A,Secretory,Col4a5,ITGA3_ITGB1,0.0030273393171595456,COL4A5_ITGA3_ITGB1,Col4a5  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0035799669987362326,-0.16766946153460413,A_Secretory
A,Stem (Oncogene) 1,Col6a1,ITGA3_ITGB1,0.011063305586190753,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.010141356372760476,0.08701207524388506,A_Stem (Oncogene) 1
A,Transit Amplifying,Col6a1,ITGA3_ITGB1,0.013522412341498372,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.015290053443906696,-0.12285403296108023,A_Transit Amplifying
A,Stem (Stroma),Col6a1,ITGA3_ITGB1,0.019505761228051786,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.016047771436304245,0.19513988091137494,A_Stem (Stroma)
A,Late Absorptive,Col6a1,ITGA3_ITGB1,0.016416820659022707,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011999019566458179,0.31348151549603864,A_Late Absorptive
A,Secretory,Col6a1,ITGA3_ITGB1,0.012144826982947258,COL6A1_ITGA3_ITGB1,Col6a1  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.013647734014601011,-0.11667018519058352,A_Secretory
A,Stem (Oncogene) 1,Col6a2,ITGA3_ITGB1,0.004143693560247374,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.003680561683840042,0.118522182394041,A_Stem (Oncogene) 1
A,Transit Amplifying,Col6a2,ITGA3_ITGB1,0.005072626283617481,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.0055676070221438966,-0.09310665447854821,A_Transit Amplifying
A,Stem (Stroma),Col6a2,ITGA3_ITGB1,0.007344981994481073,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.005846377420760291,0.22819513310641673,A_Stem (Stroma)
A,Late Absorptive,Col6a2,ITGA3_ITGB1,0.006169709639914782,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004359968667909202,0.3471869057527797,A_Late Absorptive
A,Secretory,Col6a2,ITGA3_ITGB1,0.0045518843378127005,COL6A2_ITGA3_ITGB1,Col6a2  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.004964320242264753,-0.086735090798553,A_Secretory
A,Stem (Oncogene) 1,Col6a3,ITGA3_ITGB1,0.008156369512952151,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.007395018777452757,0.09799252197577606,A_Stem (Oncogene) 1
A,Transit Amplifying,Col6a3,ITGA3_ITGB1,0.009975852218724976,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011165146108884258,-0.11262957694969791,A_Transit Amplifying
A,Stem (Stroma),Col6a3,ITGA3_ITGB1,0.01441285950008062,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.011720882213195552,0.20674877343565723,A_Stem (Stroma)
A,Late Absorptive,Col6a3,ITGA3_ITGB1,0.012120463202735094,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.00875406509115718,0.3253770236270028,A_Late Absorptive
A,Secretory,Col6a3,ITGA3_ITGB1,0.008956289652823619,COL6A3_ITGA3_ITGB1,Col6a3  - (Itga3+Itgb1),COLLAGEN,ECM-Receptor,KEGG: mmu04512,0.009961404932684648,-0.1063620791714158,A_Secretory
A,Stem (Oncogene) 1,Lama4,ITGA6_ITGB1,0.005229893034121966,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0031708105403731824,0.5004035793256595,A_Stem (Oncogene) 1
A,Stem (Oncogene) 2,Lama4,ITGA6_ITGB1,0.005067893218876758,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002692453069083002,0.6324724929018244,A_Stem (Oncogene) 2
A,Stem (Reserve),Lama4,ITGA6_ITGB1,0.008112800754159849,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004914166626526989,0.5013209722186439,A_Stem (Reserve)
A,Transit Amplifying,Lama4,ITGA6_ITGB1,0.006538765340395673,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.004048982863851708,0.4792826569262343,A_Transit Amplifying
A,Stem (Stroma),Lama4,ITGA6_ITGB1,0.0073324314376671,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003718757342030736,0.6789176067167211,A_Stem (Stroma)
A,Early Absorptive,Lama4,ITGA6_ITGB1,0.005366416617576763,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0023566007662799426,0.8229401617783043,A_Early Absorptive
A,Late Absorptive,Lama4,ITGA6_ITGB1,0.0063750043040019175,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.0033836867421512614,0.6334188990090044,A_Late Absorptive
A,Secretory,Lama4,ITGA6_ITGB1,0.004458333999735651,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.003107422423268066,0.36098157385085666,A_Secretory
A,ER Stress,Lama4,ITGA6_ITGB1,0.0054356166164723704,LAMA4_ITGA6_ITGB1,Lama4  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.002550546381255462,0.7566653636532702,A_ER Stress
A,Stem (Oncogene) 1,Lamb1,ITGA6_ITGB1,0.008680971732983133,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.009104863695980675,-0.047675269618516106,A_Stem (Oncogene) 1
A,Stem (Oncogene) 2,Lamb1,ITGA6_ITGB1,0.008412976268734345,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.007738227649603436,0.08360263223849972,A_Stem (Oncogene) 2
A,Stem (Reserve),Lamb1,ITGA6_ITGB1,0.013440536687039704,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.01406481121659155,-0.045400753270832143,A_Stem (Reserve)
A,Transit Amplifying,Lamb1,ITGA6_ITGB1,0.010844121680160747,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.011607365631061831,-0.06801671226032942,A_Transit Amplifying
A,Stem (Stroma),Lamb1,ITGA6_ITGB1,0.012153972642967784,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.010667298708118608,0.1304732165817723,A_Stem (Stroma)
A,Early Absorptive,Lamb1,ITGA6_ITGB1,0.008906777277814658,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.006777250601173824,0.2732409751821605,A_Early Absorptive
A,Late Absorptive,Lamb1,ITGA6_ITGB1,0.010573682159031511,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.009712248166880811,0.08498031204177892,A_Late Absorptive
A,Secretory,Lamb1,ITGA6_ITGB1,0.007404069207586907,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.00892390908929863,-0.18670434731242228,A_Secretory
A,ER Stress,Lamb1,ITGA6_ITGB1,0.009021216197238115,LAMB1_ITGA6_ITGB1,Lamb1  - (Itga6+Itgb1),LAMININ,ECM-Receptor,KEGG: mmu04512,0.007332336855449201,0.20728488627262223,A_ER Stress
