AUC,avg_diff,power,avg_logFC,pct.1,pct.2,cluster,gene
0.638,0.689060866,0.276,0.689060866,0.549,0.39,Glial,ZEB2
0.362,-0.476648119,0.276,-0.476648119,0.011,0.286,Glial,IFITM1
0.363,-0.295859465,0.274,-0.295859465,0.347,0.696,Glial,SEC11A
0.363,-0.392651712,0.274,-0.392651712,0.805,0.957,Glial,DUSP1
0.363,-0.451171482,0.274,-0.451171482,0.058,0.342,Glial,TMOD3
0.363,-0.489683387,0.274,-0.489683387,0.011,0.285,Glial,RCSD1
0.363,-0.574819372,0.274,-0.574819372,0.036,0.314,Glial,TNFAIP3
0.636,0.707187494,0.272,0.707187494,0.498,0.336,Glial,ADD3
0.636,0.7044212,0.272,0.7044212,0.43,0.237,Glial,CDC42EP1
0.364,-0.366103389,0.272,-0.366103389,0.058,0.339,Glial,ZNF90
0.364,-0.447477567,0.272,-0.447477567,0.04,0.317,Glial,RHOBTB3
0.364,-0.500715296,0.272,-0.500715296,0.032,0.307,Glial,ACP5
0.364,-0.528308841,0.272,-0.528308841,0.144,0.431,Glial,KLF2
0.364,-0.551040714,0.272,-0.551040714,0.051,0.327,Glial,PIM1
0.364,-0.55547626,0.272,-0.55547626,0.079,0.364,Glial,ADAMTS1
0.635,0.811092453,0.27,0.811092453,0.321,0.071,Glial,ADK
0.635,0.802714629,0.27,0.802714629,0.282,0.016,Glial,SCN9A
0.635,0.684252495,0.27,0.684252495,0.502,0.369,Glial,GTF2H5
0.635,0.332664173,0.27,0.332664173,0.856,0.861,Glial,MYL12B
0.365,-0.312971483,0.27,-0.312971483,0.123,0.419,Glial,CRTAP
0.365,-0.486978667,0.27,-0.486978667,0.022,0.293,Glial,PHACTR2
0.365,-0.66383993,0.27,-0.66383993,0.516,0.814,Glial,SSR4
0.634,0.818129712,0.268,0.818129712,0.271,0.003,Glial,ART3
0.634,0.594900933,0.268,0.594900933,0.556,0.386,Glial,PLK2
0.634,0.423448481,0.268,0.423448481,0.708,0.729,Glial,GABARAPL2
0.366,-0.376143192,0.268,-0.376143192,0.119,0.41,Glial,TMEM173
0.366,-0.395880324,0.268,-0.395880324,0.079,0.361,Glial,LAP3
0.366,-0.447442768,0.268,-0.447442768,0.354,0.649,Glial,PLAC9
0.366,-0.511550492,0.268,-0.511550492,0.022,0.288,Glial,PCDH18
0.366,-0.571228204,0.268,-0.571228204,0.047,0.318,Glial,FKBP11
0.633,0.720789366,0.266,0.720789366,0.545,0.492,Glial,RHEB
0.367,-0.320482221,0.266,-0.320482221,0.422,0.757,Glial,MINOS1
0.367,-0.336929873,0.266,-0.336929873,0.401,0.691,Glial,IGFBP6
0.367,-0.349661052,0.266,-0.349661052,0.383,0.696,Glial,TPM4
0.632,0.855625374,0.264,0.855625374,0.332,0.089,Glial,LINC01436
0.632,0.768451981,0.264,0.768451981,0.282,0.022,Glial,TMOD2
0.632,0.494502391,0.264,0.494502391,0.643,0.568,Glial,PGRMC1
0.368,-0.293336276,0.264,-0.293336276,0.531,0.836,Glial,COMMD6
0.368,-0.294650544,0.264,-0.294650544,0.726,0.934,Glial,EEF2
0.368,-0.411567357,0.264,-0.411567357,0.036,0.306,Glial,GRK5
0.368,-0.466697673,0.264,-0.466697673,0.058,0.329,Glial,TRIB1
0.368,-0.746734985,0.264,-0.746734985,0.018,0.283,Glial,NSG1
0.368,-1.663918564,0.264,-1.663918564,0.094,0.353,Glial,CCL13
0.631,0.732964815,0.262,0.732964815,0.357,0.132,Glial,PLSCR4
0.631,0.632596062,0.262,0.632596062,0.534,0.443,Glial,SCP2
0.369,-0.333517896,0.262,-0.333517896,0.076,0.352,Glial,HEBP1
0.369,-0.538493253,0.262,-0.538493253,0.069,0.339,Glial,GADD45G
0.63,0.756281252,0.26,0.756281252,0.361,0.139,Glial,AHR
0.63,0.720323289,0.26,0.720323289,0.44,0.275,Glial,MAP4
0.37,-0.250804231,0.26,-0.250804231,0.408,0.766,Glial,ATP5D
0.37,-0.328212602,0.26,-0.328212602,0.079,0.355,Glial,ATP1B3
0.37,-1.134246699,0.26,-1.134246699,0.032,0.293,Glial,CXCL1
0.629,0.858170306,0.258,0.858170306,0.292,0.046,Glial,SREBF1
0.371,-0.560747494,0.258,-0.560747494,0.018,0.275,Glial,FAM105A
0.628,0.70249599,0.256,0.70249599,0.567,0.486,Glial,VMP1
0.628,0.665155095,0.256,0.665155095,0.487,0.362,Glial,ZFYVE21
0.372,-0.398125308,0.256,-0.398125308,0.043,0.304,Glial,Sep-11
0.627,0.792381834,0.254,0.792381834,0.296,0.058,Glial,HSPA12A
0.627,0.767402846,0.254,0.767402846,0.292,0.05,Glial,FAM129A
0.627,0.743966337,0.254,0.743966337,0.408,0.229,Glial,SLC44A1
0.627,0.352064396,0.254,0.352064396,0.769,0.793,Glial,FUS
0.373,-0.374410837,0.254,-0.374410837,0.014,0.271,Glial,CTSS
0.373,-1.416946756,0.254,-1.416946756,0.079,0.334,Glial,TAGLN
0.626,0.714200961,0.252,0.714200961,0.282,0.038,Glial,C2orf88
0.374,-0.264264777,0.252,-0.264264777,0.134,0.416,Glial,NUCB2
0.374,-0.378350673,0.252,-0.378350673,0.303,0.593,Glial,MAP1LC3A
0.374,-0.454143352,0.252,-0.454143352,0.076,0.337,Glial,IRF8
0.374,-0.491372274,0.252,-0.491372274,0.04,0.295,Glial,CAV2
0.625,0.804283535,0.25,0.804283535,0.296,0.059,Glial,NLGN4X
0.625,0.768150096,0.25,0.768150096,0.401,0.218,Glial,PON2
0.375,-0.281995954,0.25,-0.281995954,0.094,0.366,Glial,PTP4A2
0.375,-0.344459771,0.25,-0.344459771,0.7,0.928,Glial,PPP1R15A
0.375,-0.351261659,0.25,-0.351261659,0.148,0.419,Glial,CSF1
0.375,-0.492519906,0.25,-0.492519906,0.04,0.293,Glial,PHLDA2
0.624,0.770690753,0.248,0.770690753,0.354,0.146,Glial,EZR
0.624,0.319467199,0.248,0.319467199,0.834,0.773,Glial,SEPP1
0.376,-0.318230348,0.248,-0.318230348,0.094,0.359,Glial,NDUFAF4
0.376,-0.393414121,0.248,-0.393414121,0.119,0.38,Glial,LPP
0.376,-0.578758781,0.248,-0.578758781,0.036,0.288,Glial,PTGS2
0.623,0.641609691,0.246,0.641609691,0.48,0.375,Glial,PCMT1
0.377,-0.380988696,0.246,-0.380988696,0.076,0.334,Glial,C2
0.377,-0.411565406,0.246,-0.411565406,0.022,0.269,Glial,BASP1
0.377,-1.13494366,0.246,-1.13494366,0.022,0.265,Glial,FABP4
0.622,0.84457758,0.244,0.84457758,0.303,0.078,Glial,FSTL3
0.622,0.786469474,0.244,0.786469474,0.3,0.073,Glial,SEMA6D
0.622,0.750654614,0.244,0.750654614,0.278,0.045,Glial,ENDOD1
0.378,-0.261918917,0.244,-0.261918917,0.686,0.92,Glial,PPIB
0.378,-0.351107334,0.244,-0.351107334,0.105,0.366,Glial,GLT8D2
0.378,-0.450800041,0.244,-0.450800041,0.025,0.273,Glial,SMIM3
0.378,-0.459859664,0.244,-0.459859664,0.007,0.253,Glial,PLEKHH2
0.621,0.78086537,0.242,0.78086537,0.264,0.026,Glial,SIPA1L2
0.621,0.691324469,0.242,0.691324469,0.26,0.024,Glial,ATP6V0E2
0.621,0.671881519,0.242,0.671881519,0.451,0.307,Glial,S100A16
0.621,0.635205364,0.242,0.635205364,0.462,0.335,Glial,CAT
0.621,0.44185172,0.242,0.44185172,0.711,0.668,Glial,SERPING1
0.621,0.408712021,0.242,0.408712021,0.758,0.828,Glial,DAD1
0.621,0.313169323,0.242,0.313169323,0.798,0.865,Glial,TMEM59
0.379,-0.28198426,0.242,-0.28198426,0.191,0.474,Glial,LIMS1
0.379,-0.298082165,0.242,-0.298082165,0.119,0.387,Glial,EHD2
0.379,-0.299139047,0.242,-0.299139047,0.253,0.537,Glial,EFEMP2
0.379,-0.37620617,0.242,-0.37620617,0.054,0.304,Glial,KDM6B
0.62,0.718282506,0.24,0.718282506,0.383,0.2,Glial,NDRG1
0.62,0.68529248,0.24,0.68529248,0.43,0.27,Glial,HMGB2
0.62,0.650849343,0.24,0.650849343,0.386,0.206,Glial,SMS
0.38,-0.291857716,0.24,-0.291857716,0.079,0.333,Glial,C4orf48
0.381,-0.430307584,0.238,-0.430307584,0.032,0.274,Glial,VASN
0.381,-0.454714238,0.238,-0.454714238,0.065,0.31,Glial,ZC3HAV1
0.381,-0.478587912,0.238,-0.478587912,0.032,0.273,Glial,NR2F1
0.381,-0.482197345,0.238,-0.482197345,0.065,0.312,Glial,FGF7
0.618,0.580003612,0.236,0.580003612,0.473,0.36,Glial,FAM195B
0.382,-0.252802328,0.236,-0.252802328,0.931,0.978,Glial,FOSB
0.382,-0.339904836,0.236,-0.339904836,0.076,0.321,Glial,PAM
0.382,-0.405073083,0.236,-0.405073083,0.141,0.391,Glial,TNFSF10
0.382,-0.462803297,0.236,-0.462803297,0.415,0.669,Glial,PHLDA1
0.617,0.723699588,0.234,0.723699588,0.31,0.102,Glial,MAPRE2
0.617,0.716704732,0.234,0.716704732,0.31,0.103,Glial,PCBP4
0.617,0.710025284,0.234,0.710025284,0.271,0.046,Glial,ALCAM
0.617,0.383516916,0.234,0.383516916,0.722,0.728,Glial,SEPW1
0.383,-0.362609949,0.234,-0.362609949,0.105,0.353,Glial,PBX1
0.383,-0.3750465,0.234,-0.3750465,0.058,0.299,Glial,REV3L
0.383,-0.583074815,0.234,-0.583074815,0.029,0.263,Glial,FAM150B
0.383,-0.649029425,0.234,-0.649029425,0.036,0.271,Glial,G0S2
0.383,-1.082581472,0.234,-1.082581472,0.227,0.438,Glial,F3
0.616,0.4969949,0.232,0.4969949,0.585,0.579,Glial,HMGN3
0.384,-0.311908078,0.232,-0.311908078,0.368,0.651,Glial,NUPR1
0.384,-0.34178147,0.232,-0.34178147,0.314,0.601,Glial,XBP1
0.384,-0.436736095,0.232,-0.436736095,0.032,0.266,Glial,IL34
0.615,0.586279425,0.23,0.586279425,0.52,0.457,Glial,UBE2B
0.615,0.518569489,0.23,0.518569489,0.495,0.358,Glial,CRIP2
0.385,-0.412373373,0.23,-0.412373373,0.04,0.275,Glial,GJA1
0.385,-1.344521769,0.23,-1.344521769,0.047,0.276,Glial,PTGDS
0.614,0.690396851,0.228,0.690396851,0.397,0.242,Glial,AK1
0.614,0.631407877,0.228,0.631407877,0.437,0.316,Glial,RTN3
0.614,0.326879813,0.228,0.326879813,0.892,0.818,Glial,COL1A2
0.386,-0.25964983,0.228,-0.25964983,0.426,0.734,Glial,JUND
0.386,-0.260943255,0.228,-0.260943255,0.599,0.849,Glial,CCNI
0.386,-0.359700955,0.228,-0.359700955,0.072,0.31,Glial,SEMA4A
0.386,-0.388698806,0.228,-0.388698806,0.022,0.253,Glial,GNAI1
0.386,-0.885346667,0.228,-0.885346667,0.036,0.262,Glial,HSD17B2
0.613,0.723739618,0.226,0.723739618,0.357,0.183,Glial,QKI
0.613,0.709577714,0.226,0.709577714,0.354,0.178,Glial,PLOD3
0.613,0.55200938,0.226,0.55200938,0.567,0.533,Glial,DYNC1I2
0.387,-0.261996758,0.226,-0.261996758,0.166,0.425,Glial,GLUL
0.387,-0.280596566,0.226,-0.280596566,0.166,0.413,Glial,FKBP10
0.387,-0.291290952,0.226,-0.291290952,0.083,0.322,Glial,CREG1
0.387,-0.563870104,0.226,-0.563870104,0.032,0.259,Glial,NDUFA4L2
0.612,0.675171778,0.224,0.675171778,0.256,0.04,Glial,SLC15A3
0.388,-0.255192949,0.224,-0.255192949,0.426,0.701,Glial,SERPINH1
0.388,-0.364592212,0.224,-0.364592212,0.029,0.255,Glial,SELENBP1
0.388,-0.421824729,0.224,-0.421824729,0.032,0.258,Glial,GSTM5
0.611,0.779576471,0.222,0.779576471,0.394,0.237,Glial,STMN1
0.611,0.696550842,0.222,0.696550842,0.285,0.081,Glial,EHBP1
0.611,0.63299066,0.222,0.63299066,0.412,0.253,Glial,NR4A2
0.611,0.59861739,0.222,0.59861739,0.437,0.308,Glial,SGCB
0.389,-0.289840432,0.222,-0.289840432,0.069,0.3,Glial,PYCARD
0.389,-0.335712784,0.222,-0.335712784,0.047,0.273,Glial,FGFR1
0.389,-0.42398832,0.222,-0.42398832,0.029,0.253,Glial,TNXB
0.61,0.735667419,0.22,0.735667419,0.274,0.067,Glial,DOCK5
0.61,0.336901996,0.22,0.336901996,0.787,0.734,Glial,LGALS3BP
0.39,-0.33692941,0.22,-0.33692941,0.058,0.284,Glial,PLBD1
0.39,-0.394528115,0.22,-0.394528115,0.032,0.255,Glial,PGF
0.39,-0.442379054,0.22,-0.442379054,0.061,0.286,Glial,TMEM100
0.609,0.632816061,0.218,0.632816061,0.44,0.313,Glial,COL4A1
0.391,-0.274454826,0.218,-0.274454826,0.126,0.366,Glial,RP11-14N7.2
0.608,0.59878534,0.216,0.59878534,0.271,0.07,Glial,EPDR1
0.608,0.579107162,0.216,0.579107162,0.253,0.045,Glial,RERG
0.392,-0.379475635,0.216,-0.379475635,0.032,0.253,Glial,TPBG
0.607,0.612327206,0.214,0.612327206,0.39,0.246,Glial,RNF130
0.393,-0.254875602,0.214,-0.254875602,0.112,0.347,Glial,NXT1
0.393,-0.374262158,0.214,-0.374262158,0.061,0.281,Glial,PXDN
0.606,0.514598608,0.212,0.514598608,0.585,0.597,Glial,MRPL33
0.605,0.709092773,0.21,0.709092773,0.303,0.126,Glial,GALNT2
0.605,0.659171879,0.21,0.659171879,0.292,0.104,Glial,HSPB2
0.605,0.646221972,0.21,0.646221972,0.383,0.246,Glial,JOSD2
0.605,0.582995501,0.21,0.582995501,0.444,0.353,Glial,FLOT1
0.395,-0.293800252,0.21,-0.293800252,0.26,0.512,Glial,NFKBIZ
0.395,-0.306692075,0.21,-0.306692075,0.076,0.3,Glial,RUNX1
0.395,-0.394372746,0.21,-0.394372746,0.043,0.256,Glial,WNT2B
0.604,0.712917565,0.208,0.712917565,0.289,0.108,Glial,TPT1-AS1
0.604,0.634184098,0.208,0.634184098,0.289,0.101,Glial,CERS4
0.604,0.334948359,0.208,0.334948359,0.744,0.811,Glial,TMEM258
0.604,0.269742865,0.208,0.269742865,0.895,0.931,Glial,CFL1
0.396,-0.256241055,0.208,-0.256241055,0.072,0.294,Glial,PPP1R15B
0.396,-0.277185223,0.208,-0.277185223,0.271,0.529,Glial,RGS2
0.396,-0.294166699,0.208,-0.294166699,0.549,0.772,Glial,NNMT
0.396,-0.323669725,0.208,-0.323669725,0.087,0.303,Glial,FIP1L1
0.396,-0.343215833,0.208,-0.343215833,0.047,0.259,Glial,CMIP
0.396,-0.367864948,0.208,-0.367864948,0.051,0.261,Glial,RUNX1T1
0.603,0.573993247,0.206,0.573993247,0.354,0.179,Glial,ATP1B1
0.603,0.546486118,0.206,0.546486118,0.56,0.552,Glial,DBI
0.397,-0.299310705,0.206,-0.299310705,0.069,0.283,Glial,ODF2L
0.602,0.735508399,0.204,0.735508399,0.278,0.092,Glial,FRMD4A
0.602,0.573291345,0.204,0.573291345,0.437,0.343,Glial,TMEM14A
0.602,0.55646718,0.204,0.55646718,0.426,0.327,Glial,PRCP
0.602,0.487286168,0.204,0.487286168,0.278,0.071,Glial,RNASE1
0.398,-0.255644757,0.204,-0.255644757,0.087,0.305,Glial,PARVA
0.398,-0.295844632,0.204,-0.295844632,0.051,0.264,Glial,MXRA5
0.398,-0.341168453,0.204,-0.341168453,0.043,0.254,Glial,IRF2BPL
0.601,0.621139933,0.202,0.621139933,0.307,0.14,Glial,CXXC5
0.601,0.526521061,0.202,0.526521061,0.495,0.448,Glial,ZNF706
0.399,-0.259413746,0.202,-0.259413746,0.079,0.294,Glial,CHIC2
0.6,0.721048939,0.2,0.721048939,0.408,0.297,Glial,DDIT3
0.6,0.640459613,0.2,0.640459613,0.408,0.293,Glial,AK3
0.6,0.625413393,0.2,0.625413393,0.343,0.182,Glial,TNFAIP6
0.599,0.688015249,0.198,0.688015249,0.448,0.37,Glial,ADI1
0.599,0.552559181,0.198,0.552559181,0.487,0.421,Glial,ARL6IP1
0.599,0.552292102,0.198,0.552292102,0.354,0.214,Glial,KDSR
0.599,0.364826635,0.198,0.364826635,0.693,0.789,Glial,COX5B
0.401,-0.370228541,0.198,-0.370228541,0.426,0.665,Glial,GNG11
0.598,0.608531631,0.196,0.608531631,0.3,0.137,Glial,RASSF1
0.402,-0.288273643,0.196,-0.288273643,0.069,0.273,Glial,TWSG1
0.597,0.327037445,0.194,0.327037445,0.736,0.759,Glial,LGALS3
0.403,-0.2535195,0.194,-0.2535195,0.552,0.789,Glial,LDHA
0.403,-0.309471289,0.194,-0.309471289,0.166,0.386,Glial,ENG
0.596,0.650213807,0.192,0.650213807,0.289,0.129,Glial,BPGM
0.596,0.610914154,0.192,0.610914154,0.285,0.117,Glial,DMD
0.596,0.451058478,0.192,0.451058478,0.625,0.674,Glial,TMBIM4
0.596,0.415331282,0.192,0.415331282,0.606,0.662,Glial,ATP5B
0.596,0.411082689,0.192,0.411082689,0.7,0.699,Glial,NR4A1
0.596,0.311509168,0.192,0.311509168,0.751,0.851,Glial,UBL5
0.595,0.519055477,0.19,0.519055477,0.502,0.487,Glial,CNPY2
0.595,0.351446365,0.19,0.351446365,0.838,0.903,Glial,DNAJB1
0.405,-0.253047228,0.19,-0.253047228,0.087,0.29,Glial,BAG3
0.405,-0.290089505,0.19,-0.290089505,0.069,0.267,Glial,AKAP12
0.594,0.612849378,0.188,0.612849378,0.307,0.157,Glial,CYP27A1
0.594,0.577838636,0.188,0.577838636,0.365,0.241,Glial,ARMCX1
0.594,0.529555607,0.188,0.529555607,0.375,0.255,Glial,FNTA
0.594,0.410852261,0.188,0.410852261,0.61,0.674,Glial,SARAF
0.407,-0.264890452,0.186,-0.264890452,0.888,0.98,Glial,MYL6
0.593,0.607270218,0.186,0.607270218,0.267,0.105,Glial,SECISBP2L
0.593,0.476617954,0.186,0.476617954,0.491,0.441,Glial,ILK
0.593,0.335115241,0.186,0.335115241,0.722,0.814,Glial,PRDX1
0.408,-0.253826922,0.184,-0.253826922,0.318,0.535,Glial,PLTP
0.592,0.571867286,0.184,0.571867286,0.282,0.126,Glial,PTK2
0.592,0.553769312,0.184,0.553769312,0.433,0.365,Glial,PUF60
0.592,0.55125703,0.184,0.55125703,0.375,0.272,Glial,FBXO7
0.592,0.536340855,0.184,0.536340855,0.412,0.324,Glial,MAGEH1
0.592,0.524037299,0.184,0.524037299,0.321,0.17,Glial,KCTD12
0.592,0.390689329,0.184,0.390689329,0.661,0.721,Glial,CALM1
0.592,0.299205892,0.184,0.299205892,0.686,0.742,Glial,MRFAP1
0.59,0.582419811,0.18,0.582419811,0.282,0.13,Glial,B4GAT1
0.59,0.315110717,0.18,0.315110717,0.736,0.823,Glial,TPI1
0.59,0.266379627,0.18,0.266379627,0.747,0.812,Glial,RHOA
0.589,0.6328598,0.178,0.6328598,0.498,0.489,Glial,IFRD1
0.589,0.522956471,0.178,0.522956471,0.408,0.311,Glial,PPP1R12A
0.412,-0.314195807,0.176,-0.314195807,0.195,0.391,Glial,ACKR3
0.412,-0.423693911,0.176,-0.423693911,0.329,0.486,Glial,ABCA8
0.588,0.666279089,0.176,0.666279089,0.307,0.167,Glial,CHL1
0.588,0.462431264,0.176,0.462431264,0.574,0.637,Glial,SRSF2
0.588,0.275914452,0.176,0.275914452,0.708,0.779,Glial,HNRNPK
0.587,0.636338427,0.174,0.636338427,0.336,0.204,Glial,TPPP3
0.587,0.574011592,0.174,0.574011592,0.404,0.332,Glial,IFI35
0.587,0.556457063,0.174,0.556457063,0.271,0.123,Glial,MBNL2
0.587,0.546628484,0.174,0.546628484,0.318,0.176,Glial,DUSP6
0.587,0.510915305,0.174,0.510915305,0.415,0.349,Glial,PPT1
0.586,0.622048651,0.172,0.622048651,0.285,0.146,Glial,PIK3IP1
0.415,-0.259025634,0.17,-0.259025634,0.729,0.822,Glial,COL1A1
0.585,0.609401342,0.17,0.609401342,0.267,0.123,Glial,IGSF8
0.585,0.579610814,0.17,0.579610814,0.256,0.105,Glial,PPP1R12B
0.585,0.380265179,0.17,0.380265179,0.375,0.226,Glial,MAP1B
0.585,0.376831695,0.17,0.376831695,0.57,0.597,Glial,NDUFB9
0.584,0.371385924,0.168,0.371385924,0.542,0.556,Glial,ATP5C1
0.583,0.552947091,0.166,0.552947091,0.415,0.331,Glial,FBLN5
0.583,0.528230696,0.166,0.528230696,0.292,0.161,Glial,SYNGR1
0.583,0.482145955,0.166,0.482145955,0.444,0.416,Glial,GSTK1
0.582,0.544270475,0.164,0.544270475,0.386,0.31,Glial,TOB1
0.582,0.538965273,0.164,0.538965273,0.271,0.132,Glial,ARHGAP24
0.582,0.535664688,0.164,0.535664688,0.401,0.345,Glial,RAP1A
0.582,0.351607171,0.164,0.351607171,0.592,0.656,Glial,NDUFB7
0.582,0.323396679,0.164,0.323396679,0.646,0.748,Glial,ATP6V0E1
0.581,0.54322792,0.162,0.54322792,0.347,0.245,Glial,SSPN
0.58,0.586488575,0.16,0.586488575,0.26,0.127,Glial,TTLL7
0.58,0.560339844,0.16,0.560339844,0.26,0.125,Glial,ERBB2
0.58,0.537587097,0.16,0.537587097,0.314,0.203,Glial,TMBIM1
0.58,0.511792569,0.16,0.511792569,0.422,0.369,Glial,CTSF
0.58,0.489530577,0.16,0.489530577,0.336,0.234,Glial,ANTXR2
0.58,0.48282594,0.16,0.48282594,0.397,0.307,Glial,BHLHE40
0.58,0.386845475,0.16,0.386845475,0.57,0.619,Glial,VAMP2
0.58,0.308574662,0.16,0.308574662,0.708,0.812,Glial,COX6C
0.58,0.254060657,0.16,0.254060657,0.791,0.856,Glial,RAC1
0.579,0.573905262,0.158,0.573905262,0.419,0.372,Glial,AKAP9
0.579,0.477971433,0.158,0.477971433,0.422,0.379,Glial,CACYBP
0.579,0.360332223,0.158,0.360332223,0.56,0.625,Glial,LAMTOR5
0.579,0.255195036,0.158,0.255195036,0.7,0.785,Glial,TMBIM6
0.422,-2.344001086,0.156,-2.344001086,0.217,0.387,Glial,IGHA2
0.578,0.539020999,0.156,0.539020999,0.26,0.13,Glial,MICALL2
0.578,0.532124962,0.156,0.532124962,0.318,0.208,Glial,GPC1
0.577,0.576094196,0.154,0.576094196,0.339,0.238,Glial,RASD1
0.577,0.494957395,0.154,0.494957395,0.347,0.258,Glial,AAMDC
0.577,0.490073783,0.154,0.490073783,0.433,0.398,Glial,RBMS1
0.577,0.303467431,0.154,0.303467431,0.632,0.726,Glial,NEDD8
0.576,0.535682047,0.152,0.535682047,0.487,0.462,Glial,MDK
0.576,0.338343671,0.152,0.338343671,0.61,0.721,Glial,NDUFA11
0.576,0.285327744,0.152,0.285327744,0.61,0.711,Glial,NDUFC2
0.576,0.273838872,0.152,0.273838872,0.758,0.874,Glial,EIF4A2
0.425,-0.335539015,0.15,-0.335539015,0.765,0.892,Glial,CCL2
0.575,0.49205906,0.15,0.49205906,0.43,0.417,Glial,FAM3C
0.575,0.483940372,0.15,0.483940372,0.444,0.437,Glial,TECR
0.575,0.393917911,0.15,0.393917911,0.466,0.453,Glial,ARPC5
0.575,0.313755969,0.15,0.313755969,0.57,0.552,Glial,ID2
0.575,-2.915188702,0.15,-2.915188702,0.96,0.988,Glial,IGKC
0.574,0.543530252,0.148,0.543530252,0.307,0.206,Glial,FKBP4
0.574,0.50025404,0.148,0.50025404,0.39,0.336,Glial,ANXA4
0.574,0.408502006,0.148,0.408502006,0.487,0.508,Glial,RPN2
0.574,0.359525102,0.148,0.359525102,0.592,0.665,Glial,HSBP1
0.574,0.326057457,0.148,0.326057457,0.581,0.61,Glial,ESD
0.574,0.316404843,0.148,0.316404843,0.722,0.836,Glial,RPS27L
0.573,0.518390544,0.146,0.518390544,0.372,0.308,Glial,ZBTB20
0.573,0.506257582,0.146,0.506257582,0.347,0.276,Glial,PRMT2
0.573,0.484156973,0.146,0.484156973,0.282,0.167,Glial,COL16A1
0.573,0.454177237,0.146,0.454177237,0.458,0.439,Glial,POLR2I
0.573,0.429238519,0.146,0.429238519,0.549,0.617,Glial,TMEM50A
0.573,0.427487825,0.146,0.427487825,0.448,0.451,Glial,NDUFAB1
0.573,0.415287364,0.146,0.415287364,0.469,0.475,Glial,FAM96B
0.572,0.512734115,0.144,0.512734115,0.31,0.209,Glial,ABI3BP
0.571,0.527614846,0.142,0.527614846,0.307,0.221,Glial,PEPD
0.571,0.50670972,0.142,0.50670972,0.253,0.139,Glial,PRPSAP1
0.571,0.412946967,0.142,0.412946967,0.458,0.449,Glial,AES
0.571,0.401093023,0.142,0.401093023,0.643,0.735,Glial,TUBB
0.571,0.340242291,0.142,0.340242291,0.57,0.635,Glial,VAPA
0.571,0.325338161,0.142,0.325338161,0.588,0.676,Glial,ANAPC16
0.57,0.540071139,0.14,0.540071139,0.365,0.316,Glial,SPPL2A
0.57,0.48083924,0.14,0.48083924,0.404,0.374,Glial,ARPC1A
0.57,0.471245266,0.14,0.471245266,0.357,0.298,Glial,HMG20B
0.57,0.425058027,0.14,0.425058027,0.39,0.326,Glial,FERMT2
0.57,0.258201431,0.14,0.258201431,0.693,0.804,Glial,SNX3
0.569,0.520523218,0.138,0.520523218,0.3,0.203,Glial,MEF2C
0.432,-0.294879994,0.136,-0.294879994,0.733,0.896,Glial,GADD45B
0.567,0.553086538,0.134,0.553086538,0.292,0.21,Glial,CDK2AP2
0.567,0.459915664,0.134,0.459915664,0.256,0.147,Glial,MAP3K11
0.566,0.483519876,0.132,0.483519876,0.365,0.322,Glial,MPC1
0.566,0.280489306,0.132,0.280489306,0.708,0.825,Glial,SAP18
0.566,0.26004349,0.132,0.26004349,0.679,0.8,Glial,COX6A1
0.565,0.484002791,0.13,0.484002791,0.502,0.543,Glial,FAM133B
0.565,0.444346076,0.13,0.444346076,0.314,0.237,Glial,PHLDB1
0.565,0.340186588,0.13,0.340186588,0.505,0.547,Glial,NDUFAF3
0.565,0.317282711,0.13,0.317282711,0.617,0.741,Glial,USMG5
0.565,0.312617498,0.13,0.312617498,0.617,0.724,Glial,RABAC1
0.564,0.424674274,0.128,0.424674274,0.343,0.265,Glial,AXL
0.563,0.46433366,0.126,0.46433366,0.451,0.473,Glial,ZNF428
0.562,0.332670197,0.124,0.332670197,0.56,0.636,Glial,EIF4G2
0.561,0.475051378,0.122,0.475051378,0.289,0.212,Glial,ACAT1
0.559,0.440025659,0.118,0.440025659,0.289,0.223,Glial,PITHD1
0.559,0.424113484,0.118,0.424113484,0.372,0.344,Glial,SPTSSA
0.558,0.494530018,0.116,0.494530018,0.383,0.381,Glial,ASAH1
0.558,0.442144182,0.116,0.442144182,0.343,0.302,Glial,RNF5
0.558,0.422519116,0.116,0.422519116,0.386,0.315,Glial,XIST
0.558,0.416823071,0.116,0.416823071,0.296,0.231,Glial,PDCD10
0.558,0.411802849,0.116,0.411802849,0.383,0.361,Glial,SIGIRR
0.558,0.365777983,0.116,0.365777983,0.495,0.538,Glial,Sep-02
0.557,0.445419963,0.114,0.445419963,0.35,0.318,Glial,DPYSL2
0.557,0.41485445,0.114,0.41485445,0.336,0.279,Glial,MID1IP1
0.557,0.414200253,0.114,0.414200253,0.282,0.213,Glial,GDI1
0.557,0.382512304,0.114,0.382512304,0.455,0.482,Glial,DNAJB6
0.557,0.371142098,0.114,0.371142098,0.383,0.353,Glial,GULP1
0.557,0.311388651,0.114,0.311388651,0.534,0.628,Glial,FKBP8
0.556,0.475447456,0.112,0.475447456,0.379,0.366,Glial,HCFC1R1
0.556,0.361426598,0.112,0.361426598,0.466,0.49,Glial,MAGED2
0.556,0.309680311,0.112,0.309680311,0.563,0.692,Glial,ARF1
0.555,0.443739356,0.11,0.443739356,0.271,0.202,Glial,SRSF8
0.555,0.441190624,0.11,0.441190624,0.325,0.279,Glial,BBX
