,DE_fc_tumor_over_normal,DE_p_normal_vs_tumor,p_adjusted_qvalue
chr19:49458071-49465055_BAX_ENSG00000087088.15,0.002434909,0.910031981,0.940531481
chr17:26368762-26523407_NLK_ENSG00000087095.8,-0.009112107,0.687521065,0.940531481
chr17:26782769-26972472_PIGS_ENSG00000087111.16,-0.002111983,0.881014829,0.940531481
chr4:69313166-69363322_TMPRSS11E_ENSG00000087128.5,0.006818412,0.852140424,0.940531481
chr17:42269172-42301078_ATXN7L3_ENSG00000087152.11,0.030860875,0.414592994,0.940531481
chr17:76374720-76573476_PGS1_ENSG00000087157.14,-0.025316952,0.733512987,0.940531481
chr17:61896792-61909379_PSMC5_ENSG00000087191.8,-0.215460766,0.000860283,0.030516708
chr5:176332005-176449634_UIMC1_ENSG00000087206.12,0.072698698,0.120522372,0.644299252
chr16:56622985-56625000_MT3_ENSG00000087250.4,-0.021872874,0.090142957,0.569153739
chr16:55542909-55620582_LPCAT2_ENSG00000087253.7,0.080705348,0.09461942,0.581354036
chr16:56225301-56391356_GNAO1_ENSG00000087258.9,0.003030714,0.9051036,0.940531481
chr16:56463044-56554195_OGFOD1_ENSG00000087263.12,-0.039237966,0.389185771,0.940531481
chr4:2794749-2842825_SH3BP2_ENSG00000087266.11,-0.091170081,0.027081248,0.3104487
chr4:2936625-2965112_NOP14_ENSG00000087269.11,-0.0789387,0.223636774,0.856369773
chr4:2845583-2931803_ADD1_ENSG00000087274.12,0.096740812,0.121494138,0.647214406
chr14:50704280-50883179_L2HGDH_ENSG00000087299.7,-0.034227537,0.055239552,0.45855091
chr14:52897307-53019240_TXNDC16_ENSG00000087301.4,0.013333017,0.704876626,0.940531481
chr14:52456192-52471420_C14orf166_ENSG00000087302.4,0.029610403,0.534423757,0.940531481
chr14:52471520-52535712_NID2_ENSG00000087303.12,0.015624794,0.61513174,0.940531481
chr2:70056773-70108528_GMCL1_ENSG00000087338.4,0.05763922,0.164112009,0.753399399
chr11:65818199-65837090_SF3B2_ENSG00000087365.10,-0.035023108,0.616084703,0.940531481
chr12:27932753-27955973_KLHL42_ENSG00000087448.5,0.025116725,0.390865435,0.940531481
chr20:57393973-57486247_GNAS_ENSG00000087460.19,-0.127052231,0.44860178,0.940531481
chr12:32832133-32908836_DNM1L_ENSG00000087470.13,-0.064770444,0.442404432,0.940531481
chr20:58152563-58422766_PHACTR3_ENSG00000087495.12,-0.028665105,0.513569427,0.940531481
chr12:29302035-29534122_ERGIC2_ENSG00000087502.13,0.007315325,0.570137833,0.940531481
chr20:55204357-55214339_TFAP2C_ENSG00000087510.5,0.007932813,0.775963058,0.940531481
chr20:54944444-54967393_AURKA_ENSG00000087586.13,-0.048451181,0.695825719,0.940531481
chrX:15402920-15574652_PIR_ENSG00000087842.6,0.009048358,0.861086237,0.940531481
chr11:77532154-77705724_AAMDC_ENSG00000087884.10,-0.158579594,0.022089261,0.274675154
chr19:5978413-6199583_RFX2_ENSG00000087903.8,0.052939276,0.483502007,0.940531481
chrX:115567789-115592625_SLC6A14_ENSG00000087916.7,0.04818683,0.167985923,0.762224674
chr17:60501227-60527454_METTL2A_ENSG00000087995.11,-0.012019527,0.073222227,0.522119228
chr19:49055331-49102682_SULT2B1_ENSG00000088002.7,0.026526687,0.410172236,0.940531481
chr1:63833260-63904233_ALG6_ENSG00000088035.11,-0.01576883,0.576202634,0.940531481
chr2:120517206-120741394_PTPN4_ENSG00000088179.4,0.056977747,0.133823882,0.680798314
chr2:118572225-118589955_DDX18_ENSG00000088205.8,0.051372437,0.357201788,0.940531481
chr19:6413358-6424805_KHSRP_ENSG00000088247.11,-0.00100094,0.779281313,0.940531481
chr19:3094407-3124002_GNA11_ENSG00000088256.4,-0.078194502,0.199718973,0.822278337
chr1:23755055-23811061_ASAP3_ENSG00000088280.14,0.00011865,0.922470855,0.940531481
chr20:33703166-33872788_EDEM2_ENSG00000088298.8,0.005079956,0.689482166,0.940531481
chr20:30327073-30389608_TPX2_ENSG00000088325.11,0.071519927,0.154761331,0.731263306
chr20:34146506-34195484_FER1L4_ENSG00000088340.11,0.02188345,0.462919856,0.940531481
chr20:30435439-30539895_PDRG1_ENSG00000088356.4,-0.116556895,0.205596291,0.833266805
chr20:34679425-34820721_EPB41L1_ENSG00000088367.16,0.00683353,0.71347963,0.940531481
chr13:99336054-99404908_SLC15A1_ENSG00000088386.11,0.017757669,0.520900589,0.940531481
chr13:99445740-99738879_DOCK9_ENSG00000088387.13,3.93E-05,0.769229257,0.940531481
chr13:111530886-111567416_ANKRD10_ENSG00000088448.10,1.046914379,5.46E-10,2.12E-07
chr13:95226307-95248511_TGDS_ENSG00000088451.6,0.05698445,0.340370138,0.940531481
chr16:57462080-57521239_COQ9_ENSG00000088682.9,-0.013730623,0.630785683,0.940531481
chr3:47205986-47388306_KIF9_ENSG00000088727.8,-0.064288952,0.106735601,0.613210436
chr20:5986735-6020699_CRLS1_ENSG00000088766.7,-0.105541341,0.102458431,0.602582428
chr14:104200088-104313927_PPP1R13B_ENSG00000088808.12,0.006740824,0.428062575,0.940531481
chr20:3451686-3631769_ATRN_ENSG00000088812.13,0.002623569,0.838631565,0.940531481
chr20:4101626-4168394_SMOX_ENSG00000088826.13,0.030414983,0.313871737,0.940531481
chr20:1290618-1373806_FKBP1A_ENSG00000088832.10,-0.401510172,0.000159225,0.009079285
chr20:1422806-1472233_NSFL1C_ENSG00000088833.13,-0.004711495,0.732317705,0.940531481
chr20:3208062-3219836_SLC4A11_ENSG00000088836.8,0.034571544,0.383405149,0.940531481
chr20:2442279-2505348_ZNF343_ENSG00000088876.7,-0.021976493,0.07503148,0.526991939
chr20:2673523-2740753_EBF4_ENSG00000088881.16,0.023356896,0.495248216,0.940531481
chr20:3827486-3849280_MAVS_ENSG00000088888.13,-0.111983848,0.029044034,0.32387775
chr20:3143262-3154192_LZTS3_ENSG00000088899.10,0.005301746,0.877794827,0.940531481
chr20:21283941-21370463_XRN2_ENSG00000088930.6,0.084121264,0.082504563,0.54835277
chr20:21106623-21227260_PLK1S1_ENSG00000088970.11,0.155456289,0.011100633,0.176622717
chr12:120907652-120936296_DYNLL1_ENSG00000088986.6,-0.42146756,0.007021169,0.129551899
chr12:117476727-117537284_TESC_ENSG00000088992.13,0.163295844,0.004532794,0.09715252
chr20:17922240-18039832_SNX5_ENSG00000089006.12,0.124991937,0.056100259,0.462340902
chr12:112842993-112947717_RPL6_ENSG00000089009.11,-0.059009435,0.758139143,0.940531481
chr12:112277570-112334343_MAPKAPK5_ENSG00000089022.9,0.008646358,0.989721937,0.991563784
chr20:13694968-13765532_ESF1_ENSG00000089048.10,0.05657929,0.350604081,0.940531481
chr12:121746047-121837699_ANAPC5_ENSG00000089053.8,0.009389402,0.829141586,0.940531481
chr12:113736563-113827203_SLC8B1_ENSG00000089060.7,0.078479126,0.070601208,0.516163016
chr20:5080485-5093749_TMEM230_ENSG00000089063.10,-0.171058783,0.01131943,0.178766901
chr20:18364010-18465287_DZANK1_ENSG00000089091.12,-0.00864957,0.882854167,0.940531481
chr12:121837843-122031409_KDM2B_ENSG00000089094.12,0.025416628,0.758972457,0.940531481
chr20:13202417-13619587_TASP1_ENSG00000089123.11,0.135620554,0.075502653,0.527664691
chr12:113344581-113455556_OAS1_ENSG00000089127.8,0.075376022,0.10379807,0.604758477
chr12:120565006-120632513_GCN1L1_ENSG00000089154.6,0.051526206,0.179698918,0.786327753
chr12:120634488-120639038_RPLP0_ENSG00000089157.11,-0.637426742,0.000708577,0.02674183
chr12:120639093-120703574_PXN_ENSG00000089159.11,0.053900277,0.276625719,0.921820937
chr12:113008183-113336686_RPH3A_ENSG00000089169.10,0.00054754,0.920815415,0.940531481
chr20:16252748-16554078_KIF16B_ENSG00000089177.13,-0.027869352,0.369725046,0.940531481
chr20:5917880-5931182_TRMT6_ENSG00000089195.10,0.006333731,0.942021242,0.954805755
chr20:5892075-5906007_CHGB_ENSG00000089199.5,0.00115466,0.918031,0.940531481
chr12:118501397-118583389_PEBP1_ENSG00000089220.4,-0.37041735,0.002074639,0.057018306
chr12:112079949-112123790_BRAP_ENSG00000089234.11,0.017756146,0.821156122,0.940531481
chr12:112451119-112461255_ERP29_ENSG00000089248.6,0.034310712,0.841108722,0.940531481
chr16:31191430-31203127_FUS_ENSG00000089280.14,-0.157448738,0.117204036,0.63648878
chrX:69353298-69386174_IGBP1_ENSG00000089289.11,0.172876187,0.026138716,0.303388119
chr19:35645632-35660786_FXYD5_ENSG00000089327.10,0.24534846,0.000456125,0.019461349
chr19:35168543-35177302_ZNF302_ENSG00000089335.16,-0.011328236,0.596330618,0.940531481
chr19:35485687-35517375_GRAMD1A_ENSG00000089351.10,0.07271225,0.076257481,0.528028647
chr19:35606731-35615228_FXYD3_ENSG00000089356.12,-1.822729167,1.45E-12,9.47E-10
chrX:65382390-65488709_HEPH_ENSG00000089472.12,0.055423289,0.416697258,0.940531481
chr16:4560675-4588829_CDIP1_ENSG00000089486.12,-0.009334415,0.498676215,0.940531481
chr11:62392297-62414104_GANAB_ENSG00000089597.12,-0.001299584,0.911674079,0.940531481
chr19:19740284-19754476_GMIP_ENSG00000089639.6,0.010419266,0.728347229,0.940531481
chrX:106307649-106362057_RBM41_ENSG00000089682.12,0.050916274,0.234066276,0.868889704
chr17:76210266-76221717_BIRC5_ENSG00000089685.10,-0.039598608,0.491933206,0.940531481
chr12:6857169-6880116_MLF2_ENSG00000089693.6,-0.057024437,0.726727475,0.940531481
chr14:94492674-94515276_OTUB2_ENSG00000089723.5,0.008457647,0.713726086,0.940531481
chr14:94517265-94547591_DDX24_ENSG00000089737.11,-0.097604982,0.412055517,0.940531481
chr14:64854748-65009955_ZBTB25_ENSG00000089775.7,0.026270962,0.463948834,0.940531481
chr12:8234806-8250367_NECAP1_ENSG00000089818.12,0.007389056,0.665667858,0.940531481
chrX:153126968-153200676_ARHGAP4_ENSG00000089820.11,0.033788218,0.313710697,0.940531481
chr10:127512114-127585005_DHX32_ENSG00000089876.7,-0.085665859,0.495289271,0.940531481
chr14:103058997-103196913_RCOR1_ENSG00000089902.8,-0.012801399,0.538501374,0.940531481
chr14:76618258-76729817_GPATCH2L_ENSG00000089916.13,0.025913697,0.587754508,0.940531481
chr19:41098788-41135725_LTBP4_ENSG00000090006.13,0.036489534,0.615835709,0.940531481
chr19:40953695-40971747_BLVRB_ENSG00000090013.5,-0.269791748,0.000215783,0.011220696
chr1:27425305-27493472_SLC9A1_ENSG00000090020.6,-0.043611397,0.479705781,0.940531481
chr9:94794280-94877666_SPTLC1_ENSG00000090054.9,0.055765006,0.294090805,0.933962432
chr14:96967146-97033448_PAPOLA_ENSG00000090060.13,0.155822637,0.055793519,0.461182661
chr14:99947505-100070363_CCNK_ENSG00000090061.13,-0.001059712,0.712884949,0.940531481
chr3:51989329-52023213_PCBP4_ENSG00000090097.16,0.00119798,0.847462314,0.940531481
chr1:192544856-192549161_RGS1_ENSG00000090104.7,0.030847159,0.702240481,0.940531481
chr16:30103634-30115437_YPEL3_ENSG00000090238.7,0.115247195,0.036165769,0.365984297
chr7:140705853-140715028_MRPS33_ENSG00000090263.11,-0.311109056,0.014698276,0.2133523
chr7:140218219-140624564_NDUFB2_ENSG00000090266.8,-0.603714033,0.000544897,0.022163973
chr1:27216978-27273353_NUDC_ENSG00000090273.9,0.059698913,0.155295653,0.732045232
chr4:1283638-1333935_MAEA_ENSG00000090316.11,-0.011738127,0.964518623,0.971899195
chr19:10362576-10399695_ICAM1_ENSG00000090339.4,0.012210018,0.715826851,0.940531481
chr19:47222763-47291851_STRN4_ENSG00000090372.10,0.025201494,0.449489908,0.940531481
chr12:66582658-66651214_IRAK3_ENSG00000090376.4,0.009619251,0.730670116,0.940531481
chr12:69742120-69748014_LYZ_ENSG00000090382.2,1.169361589,3.07E-12,1.87E-09
chr3:164696685-164796283_SI_ENSG00000090402.3,0.024784877,0.45201306,0.940531481
chr1:20825942-20834654_MUL1_ENSG00000090432.5,0.019816883,0.471819,0.940531481
chr16:4307186-4323076_TFAP4_ENSG00000090447.7,0.026026479,0.336791864,0.940531481
chr15:65409716-65426174_PDCD7_ENSG00000090470.10,-0.049503039,0.025576885,0.300042851
chr15:65255361-65282648_SPG21_ENSG00000090487.6,-0.031721959,0.461642429,0.940531481
chr3:186256229-186315061_DNAJB11_ENSG00000090520.6,-0.019316399,0.339631991,0.940531481
chr3:189674516-189862635_LEPREL1_ENSG00000090530.5,0.008638351,0.814317639,0.940531481
chr3:183851806-184402546_CHRD_ENSG00000090539.11,0.01333004,0.667077189,0.940531481
chr19:49949554-49995565_FLT3LG_ENSG00000090554.8,0.003692552,0.426327771,0.940531481
chr16:475618-573011_RAB11FIP3_ENSG00000090565.11,0.016091779,0.643103518,0.940531481
chr16:1401923-1464752_GNPTG_ENSG00000090581.5,0.00371812,0.716038147,0.940531481
chr12:133707160-133783698_ZNF268_ENSG00000090612.16,0.030309854,0.373980407,0.940531481
chr12:133345494-133532892_GOLGA3_ENSG00000090615.8,-0.002697344,0.988566035,0.990514162
chr1:40026487-40042462_PABPC4_ENSG00000090621.9,0.426716317,2.96E-05,0.002444459
chr19:7587511-7626650_MCOLN1_ENSG00000090674.11,-0.026138865,0.336985292,0.940531481
chr1:22004790-22110099_USP48_ENSG00000090686.11,-0.127722863,0.013261609,0.199786406
chrX:68048839-68061990_EFNB1_ENSG00000090776.5,0.055624607,0.11574823,0.632434508
chr16:70147528-70221264_PDPR_ENSG00000090857.9,-0.024745441,0.170530553,0.767098039
chr16:70286197-70323446_AARS_ENSG00000090861.11,0.046848295,0.178249362,0.782825566
chr16:74485855-74641012_GLG1_ENSG00000090863.7,0.047513777,0.279059271,0.924079996
chrX:69506444-69640682_KIF4A_ENSG00000090889.10,0.014277838,0.64175176,0.940531481
chr16:24741015-24838953_TNRC6A_ENSG00000090905.13,-0.181589752,0.000836248,0.030013111
chr19:40353962-40440533_FCGBP_ENSG00000090920.9,-0.053891816,0.019030171,0.249436952
chr19:39903224-39919055_PLEKHG2_ENSG00000090924.10,0.018521403,0.595271266,0.940531481
chr19:55996370-55998935_NAT14_ENSG00000090971.4,0.002372684,0.910498709,0.940531481
chr12:123468026-123634562_PITPNM2_ENSG00000090975.8,0.019856428,0.544100484,0.940531481
chr4:56719781-56771200_EXOC1_ENSG00000090989.13,0.111279004,0.012841622,0.195226784
chr5:145583112-145756526_RBM27_ENSG00000091009.6,0.095111132,0.112624695,0.62467585
chr12:76745576-76953589_OSBPL8_ENSG00000091039.12,-0.00146757,0.922906792,0.940531481
chr7:76090992-76135312_DTX2_ENSG00000091073.15,0.013010967,0.72172152,0.940531481
chr7:105080107-105162714_PUS7_ENSG00000091127.9,0.00192175,0.857443602,0.940531481
chr7:107788067-108097161_NRCAM_ENSG00000091129.15,0.002543258,0.838757367,0.940531481
chr7:107531414-107643700_LAMB1_ENSG00000091136.9,-0.009178086,0.439206097,0.940531481
chr7:107405911-107443670_SLC26A3_ENSG00000091138.8,-0.303148701,0.000196261,0.010442926
chr7:107531414-107643700_DLD_ENSG00000091140.8,-0.025311058,0.731032247,0.940531481
chr18:54264438-54706076_WDR7_ENSG00000091157.9,0.012719597,0.629875652,0.940531481
chr18:54264438-54706076_TXNL1_ENSG00000091164.8,-0.148743721,0.053226603,0.449932288
chr16:16242784-16318118_ABCC6_ENSG00000091262.10,0.043375301,0.397890323,0.940531481
chr3:32433162-32544900_CMTM6_ENSG00000091317.7,0.108083177,0.044295086,0.407031427
chr2:173292081-173489823_ITGA6_ENSG00000091409.10,0.103384951,0.094459052,0.581354036
chr2:173541868-173917621_RAPGEF4_ENSG00000091428.13,0.002242965,0.911443748,0.940531481
chr2:173940162-174146764_MLTK_ENSG00000091436.12,0.057133128,0.117733693,0.638328647
chrX:21724089-21776281_SMPX_ENSG00000091482.5,0.035472578,0.310580511,0.940531481
chr1:241660902-241683061_FH_ENSG00000091483.6,-0.037402617,0.243964674,0.879041217
chr4:25749054-25931435_SEL1L3_ENSG00000091490.6,0.120096668,0.089637542,0.567764515
chr3:133292573-133309105_CDV3_ENSG00000091527.11,0.012190484,0.712123839,0.940531481
chr17:18012019-18113268_MYO15A_ENSG00000091536.12,0.026626357,0.312898387,0.940531481
chr17:18012019-18113268_ALKBH5_ENSG00000091542.8,-0.0581042,0.874608603,0.940531481
chr17:64208150-64252643_APOH_ENSG00000091583.6,0.007531004,0.838259329,0.940531481
chr17:5402746-5522744_NLRP1_ENSG00000091592.11,0.004780359,0.816462167,0.940531481
chr17:6347734-6459814_PITPNM3_ENSG00000091622.11,0.00760538,0.785547581,0.940531481
chr17:4862520-4871167_SPAG7_ENSG00000091640.3,-0.061698058,0.605499417,0.940531481
chr16:46723554-46732306_ORC6_ENSG00000091651.4,0.023132721,0.550739023,0.940531481
chr8:77316232-77779521_ZFHX4_ENSG00000091656.11,0.004115769,0.893798025,0.940531481
chr7:129593073-129691291_ZC3HC1_ENSG00000091732.11,-0.10099988,0.006554302,0.12406406
chr8:6261071-6565730_ANGPT2_ENSG00000091879.9,0.005223784,0.878961896,0.940531481
chr17:42088555-42101314_TMEM101_ENSG00000091947.5,-0.000243864,0.519260056,0.940531481
chr3:112021324-112081659_CD200_ENSG00000091972.14,0.025379388,0.437054465,0.940531481
chr3:112323406-112368377_CCDC80_ENSG00000091986.11,0.001232375,0.91763284,0.940531481
chr14:24605366-24610797_PSME1_ENSG00000092010.10,-0.694257891,9.32E-05,0.006049205
chr14:35514112-35786699_PPP2R3C_ENSG00000092020.6,-0.017055822,0.530128351,0.940531481
chr14:23398817-23451851_HAUS4_ENSG00000092036.12,0.015796277,0.486882924,0.940531481
chr14:23594503-23652883_SLC7A8_ENSG00000092068.14,-0.040231723,0.089923141,0.568478858
chr14:20914569-20923264_OSGEP_ENSG00000092094.6,0.020172276,0.584907408,0.940531481
chr14:24612573-24636611_RNF31_ENSG00000092098.12,0.037157644,0.356069021,0.940531481
chr14:31091317-31291908_SCFD1_ENSG00000092108.16,-0.068434881,0.191498293,0.808204923
chr14:30907197-31089269_G2E3_ENSG00000092140.10,-0.060044689,0.661060107,0.940531481
chr14:31569317-31677010_HECTD1_ENSG00000092148.8,-0.109353135,0.080565145,0.542256425
chr14:21677294-21737653_HNRNPC_ENSG00000092199.13,-0.036133642,0.793743114,0.940531481
chr14:21756097-21819460_RPGRIP1_ENSG00000092200.8,0.014088945,0.641185394,0.940531481
chr14:21819630-21852425_SUPT16H_ENSG00000092201.5,-0.023522088,0.272331703,0.91719925
chr14:21927178-21979517_TOX4_ENSG00000092203.9,-0.043145826,0.551351938,0.940531481
chr14:39583426-39606177_GEMIN2_ENSG00000092208.12,0.069451089,0.1015403,0.599739804
chr14:24708848-24711880_TINF2_ENSG00000092330.11,0.007486549,0.656006789,0.940531481
chr5:115779311-115927094_SEMA6A_ENSG00000092421.12,-0.277440777,0.00303362,0.0736796
chr15:50844669-50979012_TRPM7_ENSG00000092439.9,-0.086803802,0.159276053,0.741829229
chr15:44119160-44160617_WDR76_ENSG00000092470.7,0.010812234,0.618874549,0.940531481
chr15:42500610-42704516_CAPN3_ENSG00000092529.18,0.012598165,0.281867985,0.926101525
chr15:42783430-42841000_SNAP23_ENSG00000092531.5,-0.050200073,0.162670601,0.749538536
chr1:120202420-120286838_PHGDH_ENSG00000092621.7,0.061824078,0.135588368,0.683609444
chr20:61447595-61493115_COL9A3_ENSG00000092758.11,0.039820044,0.243687841,0.878672751
chr6:159186772-159241625_EZR_ENSG00000092820.13,0.071548284,0.360949249,0.940531481
chr12:56544579-56584068_MYL6_ENSG00000092841.14,-1.294916087,1.19E-10,6.03E-08
chr1:36335408-36395211_AGO1_ENSG00000092847.6,-0.025171546,0.070216023,0.514505235
chr1:36185818-36235568_CLSPN_ENSG00000092853.9,0.004569452,0.373292741,0.940531481
chr17:33332106-33448541_RFFL_ENSG00000092871.12,0.081732518,0.067095134,0.501064599
chr17:73823305-73840798_UNC13D_ENSG00000092929.7,0.041675327,0.590353325,0.940531481
chr17:74722911-74777531_MFSD11_ENSG00000092931.7,-0.09801346,0.004302241,0.093747891
chr8:26371790-26515694_DPYSL2_ENSG00000092964.12,0.105769373,0.073371996,0.522119228
chr1:217600333-217804424_GPATCH2_ENSG00000092978.6,0.056243162,0.11239007,0.624336218
chr22:45559721-45583896_NUP50_ENSG00000093000.14,-0.020979035,0.87821411,0.940531481
chr22:19466981-19508135_CDC45_ENSG00000093009.5,0.006021809,0.758510678,0.940531481
chr22:19863039-20004331_COMT_ENSG00000093010.7,-0.003334331,0.7246009,0.940531481
chr22:17660193-17702879_CECR1_ENSG00000093072.11,0.010820663,0.650699434,0.940531481
chr22:18270414-18507325_XXbac-B461K10.4_ENSG00000093100.13,0.011950011,0.67717934,0.940531481
chr6:127609854-127664754_ECHDC1_ENSG00000093144.14,-0.005608304,0.069077133,0.509422982
chr3:37034822-37225180_LRRFIP2_ENSG00000093167.13,-0.002167951,0.698933349,0.940531481
chr3:42589460-42709072_SEC22C_ENSG00000093183.9,0.002766774,0.491519462,0.940531481
chr3:38388250-38462839_XYLB_ENSG00000093217.5,0.00564512,0.739369206,0.940531481
chrX:48659783-48683392_HDAC6_ENSG00000094631.14,0.028086064,0.285994813,0.928704943
chr5:170174050-170241051_GABRP_ENSG00000094755.12,0.023206174,0.495143233,0.940531481
chr17:38443884-38459171_CDC6_ENSG00000094804.5,0.000943598,0.708136046,0.940531481
chrX:74493919-74524435_UPRT_ENSG00000094841.9,0.019448011,0.5432672,0.940531481
chr5:137475454-137549032_CDC23_ENSG00000094880.6,0.0488801,0.267518363,0.911260653
chr12:53701239-53718648_AAAS_ENSG00000094914.8,-0.048427105,0.417188297,0.940531481
chr12:54624723-54745633_CBX5_ENSG00000094916.9,-0.107709273,0.075314273,0.527574612
